DETECTOR.DAT	generated	by	CREATE_DETECTOR_FILE																	
	128	14																		
	det	no.	offset	l2	code	theta	phi	w_x	w_y	w_z	f_x	f_y	f_z	a_x	a_y	a_z	det_1	det_2	det_3	det4
	1000001	0	-3.045	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000002	0	-1.695	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000003	0	8.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000004	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000005	0	-3.045	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000006	0	-1.695	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000007	0	8.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000008	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000009	0	-3.045	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000010	0	-1.695	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000011	0	8.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000012	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000013	0	-3.045	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000014	0	-1.695	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000015	0	8.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000016	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000017	0	-3.045	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000018	0	-1.695	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000019	0	8.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000020	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000021	0	-3.045	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000022	0	-1.695	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1000023	0	8.35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
